common_words,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,token_set_ratio,token_sort_ratio,fuzz_ratio,fuzz_partial_ratio,longest_substr_ratio
0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,19,19,19,22,0.11764705882352941
0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,45,45,45,61,0.3888888888888889
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,35,35,35,40,0.3333333333333333
0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,22,0.07692307692307693
0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,38,38,38,38,0.3333333333333333
0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,47,47,47,58,0.23076923076923078
0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,48,48,48,43,0.23076923076923078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,9,0.08333333333333333
0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,9,0.07142857142857142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,18,18,24,33,0.15384615384615385
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,11,11,11,12,0.1111111111111111
0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,48,48,48,56,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,25,0.1111111111111111
0.7096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,62,62,62,64,0.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.5365853658536586,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,26,26,26,27,0.125
0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,9,9,9,10,0.047619047619047616
0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,15,15,15,9,0.08333333333333333
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,40,0.2727272727272727
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,36,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,26,0.15384615384615385
0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,8,0.07692307692307693
0.5428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,48,48,48,57,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,27,27,27,39,0.23529411764705882
0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,11,11,11,23,0.14285714285714285
0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,13,13,11,12,0.05555555555555555
0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,42,42,42,53,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,0,0,0,0,0.0
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,9,9,9,10,0.08333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,7,0.058823529411764705
0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,8,0.06666666666666667
0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,13,17,0.07692307692307693
0.43902439024390244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,50,0.21052631578947367
0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,8,0.07142857142857142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,31,0.2222222222222222
0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,8,0.07142857142857142
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,11,11,11,21,0.13333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,36,0.16666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,45,45,45,50,0.2
0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,24,24,24,33,0.1111111111111111
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,26,26,26,22,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,81,81,81,82,0.5555555555555556
0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,30,30,30,38,0.11764705882352941
0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,42,0.36363636363636365
0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,14,14,21,22,0.18181818181818182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,9,0.08333333333333333
0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,34,34,34,38,0.23529411764705882
0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,33,33,33,38,0.3333333333333333
0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,9,0.08333333333333333
0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,6,0.058823529411764705
0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,67,67,67,78,0.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.425,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,56,0.35714285714285715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,5,5,5,13,0.09090909090909091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2.5,24,24,24,22,0.10526315789473684
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,8,0.07692307692307693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,33,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,13,0.1111111111111111
0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,39,39,39,56,0.4
0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,33,33,33,31,0.2
0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,67,0.2727272727272727
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,12,0.1111111111111111
0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,48,48,48,67,0.4
0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,5,5,5,8,0.07692307692307693
0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,19,19,19,21,0.13333333333333333
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,10,0.09090909090909091
0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,34,34,34,39,0.10526315789473684
0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,13,13,13,14,0.13333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,11,11,11,12,0.1111111111111111
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,21,21,21,40,0.25
0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,38,38,38,43,0.15384615384615385
0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,10,0.09090909090909091
0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,31,0.23529411764705882
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.5945945945945946,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,44,44,44,48,0.15789473684210525
0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,7,0.06666666666666667
0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,10,0.07692307692307693
0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,9,0.06666666666666667
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,28,28,28,32,0.14285714285714285
0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,41,41,41,46,0.26666666666666666
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,12,12,18,32,0.1111111111111111
0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,19,19,19,33,0.18181818181818182
0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,92,92,92,83,0.46153846153846156
0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,18,18,18,35,0.15384615384615385
0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,13,13,13,20,0.18181818181818182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,10,0.0625
0.41025641025641024,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,29,29,29,46,0.21428571428571427
0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,19,19,19,33,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,84,84,84,81,0.4117647058823529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,29,29,29,42,0.23076923076923078
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,43,43,43,55,0.375
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,25,44,0.25
0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,15,15,15,18,0.08333333333333333
0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,27,27,27,26,0.25
0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,6,0.05555555555555555
0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,25,47,0.23076923076923078
1.0,0.9999000099990001,0.9999000099990001,0.0,0.0,0.9999000099990001,0.9999000099990001,1,1,0,1.0,100,100,100,100,0.9375
0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,34,34,34,39,0.2631578947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,19,19,18,20,0.125
0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,56,56,56,57,0.375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,31,40,0.2727272727272727
